# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = lr_model_model
# start_datetime = 2025-03-13 21:14:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/yg/6cnm4nrd727_h_wts71sw3j40000gn/T/Rtmpj1WxrP/standata-7001327db8bd.json
# init = 2 (Default)
# random
#   seed = 156914137
# output
#   file = /Users/Juan/git/Bayesian_Modeling/Lectures/Code-20250312/stan_intro_outputs/lr_model-2.csv
#   diagnostic_file =  (Default)
#   refresh = 50
#   sig_figs = -1 (Default)
#   profile_file = /Users/Juan/git/Bayesian_Modeling/Lectures/Code-20250312/stan_intro_outputs/lr_model-profile-2.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=lr_model_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.134944
# Diagonal elements of inverse mass matrix:
# 2.47771e-05, 3.23758e-05, 4.86482e-05
40956.3,0.846587,0.134944,3,11,0,-40955.2,0.00918575,0.853644,0.0935788
40951.6,0.485214,0.134944,3,15,0,-40948.1,0.0107986,0.851213,0.0932912
40957.2,0.991148,0.134944,3,11,0,-40951.7,0.00911044,0.855834,0.0936239
40955.1,0.859448,0.134944,3,11,0,-40954,0.0091728,0.863707,0.0936425
40954.4,0.952698,0.134944,4,31,0,-40951.8,0.0086073,0.856089,0.0922967
40954.9,0.999933,0.134944,3,7,0,-40954.2,0.00896424,0.855885,0.0923656
40954.8,0.913062,0.134944,2,3,0,-40954.3,0.00842985,0.856114,0.092399
40956.3,0.999601,0.134944,4,31,0,-40953.8,0.00878719,0.858721,0.0941183
40956.3,0.838376,0.134944,3,15,0,-40954.7,0.00789363,0.857549,0.0936568
40957.4,0.778487,0.134944,2,3,0,-40954.6,0.00842946,0.857692,0.093508
40955.8,0.962769,0.134944,3,15,0,-40955.2,0.00830772,0.856433,0.0926562
40954.4,0.998107,0.134944,2,7,0,-40953.2,0.00943745,0.855489,0.0923415
40954.1,0.926725,0.134944,2,3,0,-40953.6,0.00867771,0.855282,0.0922718
40953.9,0.881677,0.134944,3,7,0,-40953,0.00989552,0.854992,0.0924285
40955.8,1,0.134944,2,7,0,-40953.9,0.00855895,0.856237,0.0925773
40956,0.9304,0.134944,2,3,0,-40954.9,0.00942147,0.856868,0.0926347
40954.8,0.762482,0.134944,4,15,0,-40952.6,0.00741067,0.861964,0.0935431
40954.1,0.971463,0.134944,4,15,0,-40953.3,0.00772352,0.854239,0.0937639
40954.3,0.887913,0.134944,4,23,0,-40950.7,0.0101007,0.856796,0.0925744
40956.9,0.915755,0.134944,2,5,0,-40953.4,0.00884424,0.857869,0.0927863
40956.9,0.835777,0.134944,2,7,0,-40954.7,0.00951756,0.858914,0.0930857
40957.3,0.98422,0.134944,3,15,0,-40956.1,0.00822906,0.858651,0.0934174
40956.7,0.977889,0.134944,3,7,0,-40956.4,0.00925294,0.861242,0.0933712
40956.5,0.999644,0.134944,3,7,0,-40956.1,0.00852206,0.862311,0.0934993
40956.1,0.995927,0.134944,4,15,0,-40955.4,0.00894609,0.854042,0.0938269
40957.3,0.97946,0.134944,3,7,0,-40955.7,0.00937007,0.856242,0.0934718
40957.2,0.999606,0.134944,4,15,0,-40956.8,0.00846718,0.857635,0.0930277
40956.2,0.806165,0.134944,3,11,0,-40955.4,0.00774169,0.860367,0.093303
40956,0.995162,0.134944,3,11,0,-40954.4,0.00851899,0.853893,0.093681
40956.3,0.987291,0.134944,3,11,0,-40954.9,0.00825979,0.862365,0.0935357
40956.3,0.894866,0.134944,3,7,0,-40955.5,0.00916049,0.861896,0.0936274
40956.8,0.926249,0.134944,2,3,0,-40955.8,0.00893055,0.861223,0.0936631
40955.9,0.987216,0.134944,4,15,0,-40955.4,0.00918092,0.854266,0.092764
40955.4,0.912479,0.134944,3,15,0,-40953.9,0.00887017,0.852474,0.0930645
40957.2,0.992774,0.134944,3,11,0,-40952.9,0.00931865,0.856408,0.0936122
40957.2,0.996207,0.134944,3,15,0,-40955.8,0.00926797,0.855601,0.0934943
40956.7,0.77192,0.134944,3,11,0,-40954.4,0.00968108,0.857979,0.0936147
40956.3,0.99084,0.134944,3,11,0,-40952.8,0.00816013,0.862103,0.0936099
40957.1,0.999423,0.134944,3,7,0,-40956.2,0.0085549,0.86112,0.0934892
40956.9,0.993817,0.134944,3,15,0,-40956.1,0.00881017,0.855425,0.0936989
40955.8,0.869165,0.134944,4,15,0,-40955.2,0.00793721,0.861853,0.0929638
40954.5,0.992511,0.134944,4,15,0,-40952.9,0.00926379,0.861305,0.0924424
40955.1,0.96862,0.134944,4,15,0,-40953.8,0.00800594,0.861755,0.0926543
40955.1,0.799193,0.134944,2,3,0,-40952.8,0.00800594,0.861755,0.0926543
40954.1,0.656106,0.134944,2,3,0,-40951.8,0.00772515,0.862253,0.0925886
40953.8,0.985902,0.134944,1,3,0,-40952.7,0.00798701,0.863242,0.0925212
40954.3,0.905504,0.134944,2,3,0,-40953,0.00829917,0.863586,0.0926195
40954,0.999141,0.134944,3,7,0,-40953.6,0.00858871,0.863245,0.092474
40955,0.99945,0.134944,4,15,0,-40952.6,0.00922707,0.853494,0.0926179
40956.5,0.998433,0.134944,4,15,0,-40953.5,0.00890619,0.860198,0.0939577
40957.2,0.944693,0.134944,4,15,0,-40955.4,0.00847054,0.860689,0.0933191
40956.2,0.741548,0.134944,2,3,0,-40955.7,0.00964205,0.860709,0.093345
40954.3,0.864652,0.134944,2,3,0,-40954.3,0.00716992,0.860866,0.0933162
40956.2,1,0.134944,2,3,0,-40954.7,0.00968315,0.860502,0.0933778
40957,1,0.134944,3,11,0,-40956.3,0.0095142,0.858677,0.0935389
40957.6,0.982364,0.134944,2,3,0,-40957,0.00871145,0.858513,0.0935277
40957,0.939586,0.134944,3,11,0,-40956.8,0.00845442,0.855836,0.0935447
40957.3,0.995634,0.134944,4,15,0,-40956.8,0.00846044,0.860165,0.0935364
40956.4,0.96627,0.134944,3,15,0,-40955.6,0.00837468,0.859091,0.0927016
40955.6,0.969588,0.134944,4,15,0,-40954.7,0.00924691,0.858908,0.0942164
40955.4,0.995267,0.134944,3,7,0,-40954.1,0.00904477,0.857715,0.0943207
40955.7,0.888827,0.134944,4,15,0,-40952.8,0.00876014,0.854034,0.0939463
40956.4,0.965832,0.134944,3,7,0,-40955.2,0.00964181,0.85515,0.0936757
40957.1,0.904254,0.134944,4,15,0,-40955.4,0.00944141,0.85812,0.0930792
40955.8,0.637181,0.134944,3,11,0,-40952.4,0.00987832,0.856405,0.092835
40954.4,0.843822,0.134944,3,7,0,-40953.9,0.0102279,0.858888,0.0928218
40956.7,1,0.134944,2,3,0,-40954.7,0.00822251,0.857767,0.0929143
40957.2,0.984205,0.134944,2,3,0,-40956.6,0.00896515,0.858007,0.0929018
40955.8,0.960775,0.134944,3,15,0,-40954,0.0085586,0.856993,0.0925297
40954.6,0.847322,0.134944,2,3,0,-40954.5,0.00973037,0.857314,0.0924288
40956.5,0.952732,0.134944,3,15,0,-40953.3,0.00800167,0.859404,0.0937366
40956.5,0.833799,0.134944,3,11,0,-40955.1,0.00794751,0.857472,0.0935134
40957,1,0.134944,3,15,0,-40956.5,0.00822116,0.856672,0.0932901
40957.4,0.898734,0.134944,2,3,0,-40956,0.00860801,0.85641,0.0932313
40957.4,0.974169,0.134944,3,15,0,-40955.5,0.00902551,0.859395,0.0936261
40957.2,0.996072,0.134944,4,15,0,-40956.8,0.00893379,0.855177,0.0932685
40957.1,0.995948,0.134944,3,7,0,-40956.7,0.0089199,0.854879,0.0934022
40955.8,0.905115,0.134944,3,15,0,-40954.2,0.00939793,0.853522,0.0929339
40956.1,0.848565,0.134944,3,7,0,-40954.8,0.00961324,0.854676,0.0929223
40955,0.992554,0.134944,4,15,0,-40954,0.00921525,0.856736,0.0923645
40955.8,0.999018,0.134944,4,15,0,-40953.2,0.00872207,0.857042,0.0942199
40956.1,0.962617,0.134944,2,3,0,-40955.5,0.00922029,0.856813,0.0941055
40953.6,0.815562,0.134944,4,15,0,-40951.2,0.00770999,0.864829,0.0937863
40954.3,0.939231,0.134944,2,3,0,-40953.1,0.00950148,0.863709,0.0936964
40954.8,0.756839,0.134944,2,3,0,-40951.9,0.00902264,0.864445,0.0935593
40952.9,0.664579,0.134944,3,9,0,-40951.1,0.00755261,0.853054,0.093194
40954.6,0.996597,0.134944,2,7,0,-40951.3,0.010334,0.858451,0.0930384
40954.4,0.987037,0.134944,2,3,0,-40954.3,0.00724047,0.859494,0.0930904
40954.6,1,0.134944,2,7,0,-40954.1,0.0104014,0.85757,0.0930752
40956.7,0.992995,0.134944,2,7,0,-40954.8,0.00826986,0.85629,0.0930534
40956.9,0.91589,0.134944,3,7,0,-40956.1,0.00941724,0.856496,0.0929879
40956.8,0.949132,0.134944,4,15,0,-40956.4,0.00955846,0.858194,0.0930351
40956.7,0.99483,0.134944,2,3,0,-40956.6,0.00809043,0.858573,0.0930141
40956.3,1,0.134944,3,9,0,-40955.7,0.00880301,0.859774,0.0926541
40956.8,0.937444,0.134944,4,15,0,-40955.6,0.00840369,0.860617,0.0929808
40957.4,0.983557,0.134944,3,15,0,-40956.2,0.00833417,0.858809,0.0934934
40957.5,0.923371,0.134944,3,11,0,-40956.7,0.00861608,0.857951,0.0935643
40956.6,0.864031,0.134944,3,15,0,-40955.7,0.00812415,0.856724,0.0930866
40955.7,0.916257,0.134944,2,3,0,-40955.4,0.00770365,0.857105,0.0930937
40957.4,0.902376,0.134944,3,11,0,-40954.6,0.00917192,0.858221,0.0931
40956.1,0.910777,0.134944,4,15,0,-40955.7,0.00815647,0.857319,0.0939488
40956.4,0.996487,0.134944,4,15,0,-40955.8,0.00805213,0.858537,0.0929038
40956.6,0.955957,0.134944,4,15,0,-40955.3,0.00795334,0.858864,0.0935846
40956.3,0.976357,0.134944,4,15,0,-40954.5,0.00863743,0.854901,0.0928605
40956.4,0.67167,0.134944,2,3,0,-40953.6,0.00978174,0.855624,0.0930817
40954.6,0.711497,0.134944,3,15,0,-40952.8,0.0104213,0.854706,0.0934533
40957.4,0.956048,0.134944,2,3,0,-40954.4,0.00874417,0.856149,0.0934163
40955.7,0.737087,0.134944,3,15,0,-40952.7,0.00816044,0.854907,0.0937908
40957.5,0.999957,0.134944,3,15,0,-40955.8,0.00915978,0.856537,0.0934755
40957.7,0.999978,0.134944,4,15,0,-40957.4,0.0089956,0.857726,0.0932636
40957.3,0.972872,0.134944,2,7,0,-40956.5,0.00913577,0.855739,0.0931944
40957,0.99723,0.134944,4,15,0,-40955.8,0.00871749,0.857702,0.0928272
40956.8,0.89136,0.134944,4,15,0,-40956,0.008411,0.856709,0.0929401
40957.2,0.938487,0.134944,2,7,0,-40956.1,0.0092808,0.857017,0.0930279
40957.3,0.998457,0.134944,3,15,0,-40956.2,0.00905873,0.858038,0.0929781
40957.3,0.991839,0.134944,4,15,0,-40956.9,0.00849557,0.86031,0.0933189
40957.6,0.998894,0.134944,3,11,0,-40957,0.00906967,0.858826,0.0934928
40957.1,0.987434,0.134944,4,15,0,-40956.3,0.00920519,0.855266,0.0931743
40956.5,0.913216,0.134944,3,15,0,-40955.2,0.0092631,0.861269,0.0935988
40956.9,0.950011,0.134944,3,7,0,-40955.8,0.00877177,0.86062,0.0937844
40955,0.638903,0.134944,2,3,0,-40954.5,0.00755794,0.860835,0.093842
40954.6,0.979833,0.134944,2,3,0,-40954.4,0.00991497,0.86081,0.0939448
40957.1,0.945564,0.134944,3,13,0,-40952.5,0.00929926,0.859603,0.093138
40957.4,0.895854,0.134944,3,15,0,-40955,0.00907691,0.859925,0.0934481
40957.1,0.859529,0.134944,2,3,0,-40956.3,0.00819187,0.860196,0.0933321
40956.9,0.938509,0.134944,3,15,0,-40955.8,0.00872126,0.860281,0.0938172
40956,0.881402,0.134944,4,15,0,-40955.6,0.00980224,0.855319,0.0929305
40955.8,0.991964,0.134944,3,15,0,-40951.1,0.00914921,0.854567,0.0940222
40956.9,0.710758,0.134944,4,15,0,-40953.5,0.00905711,0.85803,0.0939281
40956.7,0.937497,0.134944,3,15,0,-40955.2,0.00910963,0.861167,0.0930528
40956.9,0.949241,0.134944,2,3,0,-40956.3,0.00895249,0.860816,0.0930222
40955.5,0.815773,0.134944,3,11,0,-40953.1,0.00985551,0.859797,0.0928758
40955.5,0.631901,0.134944,1,1,0,-40954.1,0.00985551,0.859797,0.0928758
40956.8,0.963431,0.134944,4,15,0,-40954.8,0.00851561,0.857394,0.0938986
40956.3,0.950213,0.134944,4,15,0,-40955.2,0.00932875,0.861243,0.0930393
40956.1,0.981634,0.134944,3,7,0,-40955.6,0.00813465,0.860973,0.0928323
40957,1,0.134944,4,15,0,-40955.7,0.00887857,0.85495,0.0931906
40956.1,0.818696,0.134944,3,11,0,-40955.2,0.00984429,0.858908,0.0930537
40952.4,0.829364,0.134944,3,11,0,-40950.2,0.00868942,0.864825,0.0924021
40955.6,0.842882,0.134944,2,7,0,-40951.1,0.00815948,0.861883,0.0927688
40953.1,0.6008,0.134944,3,7,0,-40951.8,0.010283,0.861758,0.0929232
40956.5,0.975293,0.134944,4,15,0,-40952.8,0.00876457,0.861956,0.0930385
40956.7,0.860435,0.134944,4,15,0,-40955,0.00908563,0.854431,0.093128
40957.1,0.936904,0.134944,3,15,0,-40956.2,0.00956198,0.856409,0.0933222
40955.8,0.980158,0.134944,4,15,0,-40954.8,0.00938831,0.855306,0.0926488
40957.6,0.963035,0.134944,4,15,0,-40955.4,0.00896713,0.856991,0.0931771
40957.6,0.97849,0.134944,3,11,0,-40955.9,0.00903073,0.858377,0.0931421
40957.5,0.999228,0.134944,2,7,0,-40957.1,0.00893387,0.858149,0.0930606
40957.5,0.926087,0.134944,3,15,0,-40956.8,0.00916515,0.859084,0.0935003
40953.5,0.980683,0.134944,3,15,0,-40953.1,0.00887702,0.862145,0.0944834
40956.2,0.850781,0.134944,4,15,0,-40951.4,0.00778856,0.858963,0.0931134
40955.7,0.892231,0.134944,2,3,0,-40955.1,0.0100921,0.857584,0.0930705
40957.2,1,0.134944,2,7,0,-40955.2,0.00922662,0.857447,0.0929577
40956.8,0.983589,0.134944,4,15,0,-40956.2,0.00856303,0.857448,0.0939214
40956,0.77296,0.134944,2,7,0,-40955.1,0.00979263,0.857829,0.0938731
40955.9,0.988551,0.134944,4,15,0,-40954.1,0.00894946,0.862403,0.0929088
40957.2,0.72825,0.134944,3,11,0,-40953.4,0.00827904,0.857658,0.0934656
40957.6,1,0.134944,1,1,0,-40957.3,0.00857055,0.857585,0.0934701
40957.2,0.888594,0.134944,3,11,0,-40956.3,0.00898728,0.860657,0.0932527
40957.3,0.953414,0.134944,2,3,0,-40956.9,0.00900899,0.860207,0.0932812
40957.4,0.986916,0.134944,3,7,0,-40956.8,0.00901983,0.859976,0.0933697
40955.9,0.803176,0.134944,3,15,0,-40955.6,0.00997235,0.857687,0.0930181
40957,1,0.134944,2,7,0,-40955.7,0.00811136,0.858521,0.0931798
40956.4,0.859998,0.134944,3,11,0,-40955.2,0.0081929,0.85535,0.0934022
40957.5,0.999391,0.134944,4,15,0,-40956.3,0.0089053,0.857532,0.0936411
40957.1,0.997059,0.134944,3,7,0,-40957,0.00883589,0.858001,0.0938402
40957,0.971922,0.134944,4,15,0,-40956.6,0.00910846,0.856103,0.0937673
40957.1,0.698031,0.134944,4,15,0,-40954.2,0.00941465,0.857014,0.0930421
40956.2,0.851321,0.134944,4,15,0,-40954.6,0.00816251,0.861016,0.0938713
40956.2,0.998907,0.134944,3,7,0,-40955.1,0.00819613,0.862006,0.0937061
40957.3,0.963732,0.134944,3,15,0,-40955,0.00853951,0.856437,0.0934822
40954.4,0.895452,0.134944,4,15,0,-40953.4,0.00935926,0.852651,0.0941105
40956.5,0.971476,0.134944,4,15,0,-40952.6,0.00930448,0.854783,0.0937856
40957,0.946299,0.134944,3,7,0,-40956,0.00948725,0.857258,0.0937026
40953.7,0.829773,0.134944,3,9,0,-40952.9,0.00756579,0.860584,0.0942496
40957.2,0.996651,0.134944,3,7,0,-40953.7,0.00848561,0.859373,0.0936878
40956.8,0.993302,0.134944,2,7,0,-40956.6,0.00906608,0.86066,0.093755
40957.4,0.999752,0.134944,3,13,0,-40956.3,0.00840223,0.859861,0.0934454
40957.3,0.998111,0.134944,4,15,0,-40956.8,0.00891906,0.859601,0.0936762
40957.5,0.993409,0.134944,4,15,0,-40957,0.00876466,0.85648,0.0935235
40956.3,0.845102,0.134944,4,15,0,-40954.9,0.00845353,0.857984,0.0940663
40956.5,0.985882,0.134944,4,15,0,-40954.5,0.00929544,0.854173,0.0930713
40955,0.988171,0.134944,3,7,0,-40954.3,0.00913104,0.851731,0.093151
40957,0.789385,0.134944,4,15,0,-40953.1,0.00828092,0.857359,0.0936881
40957,0.941054,0.134944,4,15,0,-40956.3,0.00825039,0.856772,0.0933012
40954,0.993176,0.134944,3,11,0,-40953.2,0.00863011,0.858369,0.0945855
40956.7,0.89122,0.134944,4,15,0,-40951.6,0.00791904,0.859096,0.0934521
40956.9,0.993201,0.134944,2,3,0,-40956.5,0.00957281,0.858685,0.0935301
40956.3,0.937478,0.134944,2,3,0,-40956.1,0.00778672,0.858014,0.0934635
40957.6,0.859222,0.134944,2,3,0,-40955.5,0.00868175,0.858444,0.0935572
40957.5,0.994062,0.134944,4,15,0,-40957.4,0.00856507,0.858775,0.0935583
40957.6,0.999966,0.134944,4,15,0,-40957.4,0.00875523,0.857646,0.0931523
40957.3,0.994952,0.134944,2,7,0,-40956.9,0.00898962,0.856423,0.0930312
40956.7,0.862449,0.134944,4,15,0,-40955.9,0.00937179,0.857347,0.0928101
40957.2,0.932706,0.134944,4,15,0,-40955.9,0.0083361,0.857909,0.0936169
40956.6,0.84711,0.134944,1,1,0,-40956.6,0.00800488,0.857815,0.0936032
40956.1,0.925505,0.134944,3,11,0,-40955.5,0.00996437,0.858724,0.0934522
40957.6,0.938312,0.134944,2,7,0,-40955.4,0.00884687,0.857178,0.0934746
40957.6,0.834729,0.134944,3,11,0,-40956.2,0.00862892,0.859115,0.0932834
40955.1,0.819175,0.134944,3,15,0,-40953.9,0.00786127,0.858528,0.0926102
40955.7,0.87351,0.134944,2,3,0,-40954,0.00943973,0.859018,0.0926062
40955.1,0.957754,0.134944,3,7,0,-40954.5,0.00833059,0.859447,0.0924129
40956.3,0.766429,0.134944,4,15,0,-40953,0.00987773,0.855333,0.0933427
40956.4,0.999878,0.134944,3,11,0,-40955.7,0.00947286,0.860234,0.093753
40954.8,0.74205,0.134944,4,15,0,-40953.1,0.00772862,0.857002,0.0927139
40956.8,0.923559,0.134944,3,15,0,-40953.8,0.00861975,0.854814,0.0931973
40955.4,0.920042,0.134944,3,7,0,-40954.4,0.00846215,0.853152,0.0930617
40955.6,0.979779,0.134944,3,11,0,-40953.9,0.00810794,0.862151,0.0939066
40955.8,0.923445,0.134944,4,15,0,-40953.4,0.00843022,0.853415,0.0934134
40956.4,1,0.134944,2,3,0,-40955.8,0.00900204,0.853615,0.0934468
40955.3,0.727095,0.134944,2,3,0,-40955,0.0080718,0.853897,0.0934564
40956.5,0.763669,0.134944,4,15,0,-40952.2,0.00899623,0.858147,0.0940604
40956,0.755697,0.134944,3,11,0,-40952.2,0.00796135,0.861917,0.0930537
40956.7,0.978327,0.134944,2,3,0,-40955.9,0.00871509,0.861512,0.0930427
40956.3,0.994419,0.134944,3,15,0,-40955.9,0.00923145,0.853473,0.0932674
40956.3,0.924585,0.134944,4,15,0,-40955.8,0.00855402,0.862668,0.0935878
40957,0.949924,0.134944,3,11,0,-40954.5,0.00916154,0.860707,0.0933211
40956.4,0.992797,0.134944,4,15,0,-40955.7,0.0093598,0.855787,0.0939342
40956.9,0.995064,0.134944,3,15,0,-40954.2,0.00863829,0.855031,0.0935532
40957,0.941484,0.134944,2,7,0,-40954.1,0.00826716,0.85673,0.0934915
40957.3,0.870317,0.134944,2,7,0,-40956,0.00863466,0.856407,0.0936159
40955.9,0.954037,0.134944,2,7,0,-40953.4,0.00904878,0.861568,0.0939681
40956.4,0.97483,0.134944,4,15,0,-40954.5,0.00860068,0.862713,0.0934541
40954.3,0.793499,0.134944,4,15,0,-40952,0.00975684,0.856227,0.0923795
40954.3,0.808285,0.134944,1,1,0,-40953.4,0.00975684,0.856227,0.0923795
40950.9,0.761903,0.134944,4,15,0,-40948.1,0.00725494,0.857118,0.0945292
40951.6,0.88234,0.134944,4,15,0,-40947.4,0.00792405,0.862477,0.0946883
40952.6,0.993329,0.134944,2,3,0,-40951.5,0.00865791,0.862115,0.0946589
40957.7,0.999814,0.134944,3,15,0,-40952.2,0.00886864,0.858039,0.0934621
40956.5,0.623787,0.134944,3,7,0,-40953.3,0.00897003,0.86228,0.0933542
40956.9,1,0.134944,2,3,0,-40956.4,0.00832839,0.861235,0.0933274
40955.1,0.987435,0.134944,3,7,0,-40954.5,0.00839969,0.863719,0.0928859
40956.7,0.999123,0.134944,4,15,0,-40954.4,0.00859797,0.859395,0.0927726
40956.3,0.818577,0.134944,4,15,0,-40954.5,0.00803174,0.858553,0.0938606
40955.4,0.999776,0.134944,3,11,0,-40955.1,0.00962537,0.857801,0.0941585
40955.1,0.676604,0.134944,2,3,0,-40952.3,0.00782374,0.856928,0.0940014
40956,1,0.134944,2,3,0,-40955.3,0.0096197,0.857081,0.0939901
40956.1,1,0.134944,4,15,0,-40955,0.00964921,0.854006,0.0935819
40957.1,0.8706,0.134944,4,15,0,-40953.2,0.00909937,0.858314,0.092869
40957.5,0.784664,0.134944,3,9,0,-40955.7,0.00840159,0.858209,0.0933339
40957.7,1,0.134944,2,7,0,-40957.5,0.00864289,0.857952,0.0933235
40956.7,0.940566,0.134944,4,15,0,-40956.1,0.00948126,0.854673,0.093306
40957.4,0.999604,0.134944,4,15,0,-40955.7,0.00846655,0.857573,0.0935967
40957.5,0.967618,0.134944,2,3,0,-40957.1,0.00918092,0.857444,0.0935303
40956.6,0.977564,0.134944,3,15,0,-40954.6,0.0090997,0.858598,0.0927266
40957.3,0.939571,0.134944,4,15,0,-40954.4,0.00829566,0.85959,0.0934554
40957,0.834925,0.134944,2,3,0,-40956,0.00950421,0.859297,0.09338
40956.9,0.977287,0.134944,3,15,0,-40956.4,0.0081174,0.860109,0.0931447
40956.8,0.965644,0.134944,3,7,0,-40956.4,0.00916933,0.860932,0.093095
40956.3,0.989004,0.134944,4,15,0,-40955.3,0.00855468,0.857479,0.092636
40957.1,0.993281,0.134944,2,7,0,-40953.8,0.00912442,0.85955,0.0929991
40955.8,0.912149,0.134944,3,15,0,-40954,0.00788663,0.861796,0.0936956
40956.1,1,0.134944,2,3,0,-40955.8,0.00805296,0.861682,0.093724
40957.5,0.992303,0.134944,3,7,0,-40956,0.00842762,0.858942,0.0933715
# 
#  Elapsed Time: 5.397 seconds (Warm-up)
#                4.334 seconds (Sampling)
#                9.731 seconds (Total)
# 
