# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = lr_model_model
# start_datetime = 2025-03-13 21:14:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/yg/6cnm4nrd727_h_wts71sw3j40000gn/T/Rtmpj1WxrP/standata-7001327db8bd.json
# init = 2 (Default)
# random
#   seed = 156914137
# output
#   file = /Users/Juan/git/Bayesian_Modeling/Lectures/Code-20250312/stan_intro_outputs/lr_model-3.csv
#   diagnostic_file =  (Default)
#   refresh = 50
#   sig_figs = -1 (Default)
#   profile_file = /Users/Juan/git/Bayesian_Modeling/Lectures/Code-20250312/stan_intro_outputs/lr_model-profile-3.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=lr_model_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
40955.2,0.998801,0.137381,2,3,0,-40954.9,0.00922289,0.851954,0.0935786
40957.3,0.96008,0.137381,3,15,0,-40954.8,0.00843551,0.860164,0.0935501
40957.2,0.956588,0.137381,4,15,0,-40956.7,0.00933563,0.859538,0.0932716
40955.9,0.985793,0.137381,3,15,0,-40955,0.00940784,0.859942,0.0940347
40956.4,0.78372,0.137381,3,13,0,-40953,0.0078251,0.858619,0.0935373
40955.9,0.966804,0.137381,2,7,0,-40955.6,0.0100449,0.857159,0.0936073
40957.3,0.994773,0.137381,2,7,0,-40955.6,0.00908681,0.856231,0.0936254
40956.6,0.823435,0.137381,2,3,0,-40956.3,0.00825297,0.856337,0.0937124
40955.5,0.804971,0.137381,3,15,0,-40954.5,0.0102251,0.856671,0.0933498
40957.6,0.866547,0.137381,2,3,0,-40954.9,0.00883349,0.857023,0.0934819
40957.3,0.947009,0.137381,2,3,0,-40957.3,0.00845538,0.856937,0.0934684
40957.4,0.898179,0.137381,2,7,0,-40956.5,0.00863334,0.856547,0.093561
40956.9,0.991356,0.137381,4,15,0,-40956.3,0.00913545,0.860001,0.0929425
40957,0.958255,0.137381,3,15,0,-40955.9,0.00840219,0.85611,0.0931758
40956.9,0.956587,0.137381,4,15,0,-40955.4,0.00969483,0.857792,0.0934027
40955.1,0.723769,0.137381,2,3,0,-40954.9,0.00739258,0.858161,0.0933188
40957.4,0.962511,0.137381,3,11,0,-40954.6,0.00927186,0.858238,0.0935266
40956.1,0.912531,0.137381,3,15,0,-40954.7,0.00971484,0.854883,0.09296
40956.3,1,0.137381,2,3,0,-40956.1,0.00945773,0.854651,0.0929509
40956.6,0.999586,0.137381,4,15,0,-40955.9,0.00904538,0.861529,0.093664
40956.9,0.99805,0.137381,3,15,0,-40955.3,0.00854382,0.857746,0.0938691
40957.4,0.98672,0.137381,3,11,0,-40955.8,0.00934357,0.856736,0.0934593
40956.9,0.833257,0.137381,3,15,0,-40955.2,0.00945286,0.856485,0.0937151
40957,0.95472,0.137381,4,15,0,-40956.2,0.00825994,0.856775,0.0932538
40957.3,0.994855,0.137381,3,15,0,-40956.9,0.0094558,0.857238,0.093394
40957.2,0.987136,0.137381,3,15,0,-40956.3,0.00851915,0.856644,0.0930519
40955.3,0.962644,0.137381,4,15,0,-40955.2,0.00925162,0.861314,0.0926261
40955.3,0.474624,0.137381,2,3,0,-40952.7,0.00925162,0.861314,0.0926261
40953.4,0.985009,0.137381,3,15,0,-40950.9,0.00991082,0.850576,0.0931109
40954.1,0.882141,0.137381,2,3,0,-40952.4,0.00962361,0.850874,0.0931763
40957.4,0.975436,0.137381,3,11,0,-40952.5,0.00921473,0.858767,0.0935409
40956.1,0.763992,0.137381,3,15,0,-40955.1,0.0097117,0.860304,0.0931743
40955.4,0.825967,0.137381,4,15,0,-40953.5,0.00816696,0.856477,0.0926032
40956.4,0.999415,0.137381,3,7,0,-40954.8,0.00949257,0.859231,0.092859
40956.1,0.977886,0.137381,2,3,0,-40955.9,0.00959598,0.859461,0.092843
40956.1,0.974572,0.137381,3,15,0,-40954.6,0.00775123,0.860806,0.0932266
40956.3,0.942163,0.137381,3,11,0,-40954.2,0.00970373,0.858786,0.0937817
40956.8,0.910149,0.137381,2,3,0,-40955.6,0.00819226,0.859473,0.0937565
40955.9,0.978909,0.137381,3,15,0,-40955.4,0.00947481,0.859865,0.0939846
40955.4,0.857739,0.137381,4,15,0,-40954.1,0.00958993,0.861844,0.0937078
40956.5,0.990732,0.137381,4,15,0,-40954.3,0.00929019,0.861127,0.0930809
40954.9,0.997022,0.137381,4,15,0,-40953.5,0.00812588,0.861625,0.0925475
40956.3,0.989162,0.137381,4,15,0,-40953.9,0.00930666,0.861171,0.0929918
40955.7,0.99738,0.137381,3,7,0,-40954.9,0.00818812,0.863138,0.0930945
40954,0.603984,0.137381,2,3,0,-40953.1,0.00980845,0.863253,0.0931005
40957.1,0.997965,0.137381,3,11,0,-40952.9,0.00890935,0.859861,0.0937363
40957.3,0.790245,0.137381,4,15,0,-40954.1,0.009044,0.856112,0.0931043
40957.4,0.997249,0.137381,3,15,0,-40956.7,0.0088197,0.860105,0.0934994
40957.6,0.956095,0.137381,3,15,0,-40957.1,0.00884149,0.859638,0.0933747
40955.7,0.602326,0.137381,2,3,0,-40954.3,0.0100451,0.859284,0.0933492
40955.7,0.998248,0.137381,3,11,0,-40954.8,0.00981759,0.857417,0.0927516
40957.3,0.95633,0.137381,3,11,0,-40955.4,0.00942171,0.85713,0.0932231
40956.8,0.985435,0.137381,2,7,0,-40955.5,0.00833143,0.860598,0.0929725
40955.8,0.999364,0.137381,4,15,0,-40955.4,0.00842244,0.860117,0.0925702
40956.8,0.931071,0.137381,4,15,0,-40954.6,0.00867504,0.854551,0.0933683
40955,0.914342,0.137381,4,15,0,-40954.7,0.00784066,0.861206,0.0926802
40956.7,0.996301,0.137381,3,7,0,-40954.8,0.00836954,0.856448,0.0929511
40956,0.866054,0.137381,4,15,0,-40955.1,0.0100107,0.858159,0.0935203
40957.3,0.999519,0.137381,3,11,0,-40955.8,0.00867978,0.85581,0.093252
40957.5,0.981655,0.137381,3,7,0,-40956.9,0.00891005,0.85645,0.0932027
40956.9,0.782908,0.137381,3,11,0,-40955,0.00856302,0.857379,0.0928387
40957.5,0.991886,0.137381,4,15,0,-40956.1,0.00848192,0.857707,0.0934571
40956.9,0.833471,0.137381,2,7,0,-40955.6,0.00958072,0.858808,0.0934829
40956.3,0.994964,0.137381,3,15,0,-40954.6,0.00878359,0.854441,0.0929376
40956.8,0.888376,0.137381,4,15,0,-40955.3,0.00850112,0.861732,0.0932405
40955.7,0.989778,0.137381,4,15,0,-40954.4,0.00873641,0.855962,0.0941783
40954.6,0.923848,0.137381,2,7,0,-40954,0.00873956,0.854238,0.0942633
40955.9,0.771495,0.137381,2,5,0,-40952.3,0.00827188,0.856397,0.0940281
40955,0.909859,0.137381,4,15,0,-40954.5,0.0078556,0.857421,0.0941077
40956.7,0.995648,0.137381,4,15,0,-40954.9,0.0080422,0.859993,0.0936419
40957.5,0.758687,0.137381,2,3,0,-40954.9,0.00903371,0.859104,0.0935829
40952.1,0.68471,0.137381,3,15,0,-40950.2,0.00805976,0.86253,0.0946404
40950.7,0.992249,0.137381,2,3,0,-40950.4,0.00916327,0.862639,0.0948382
40952.4,0.926089,0.137381,4,15,0,-40949.9,0.00852481,0.853543,0.0921856
40954.8,0.987673,0.137381,3,7,0,-40951.6,0.00924097,0.859087,0.0923419
40956.9,0.985123,0.137381,4,15,0,-40953.8,0.00843279,0.855498,0.0933278
40951.8,0.293795,0.137381,1,3,0,-40951.1,0.0068263,0.856166,0.0933391
40956.8,1,0.137381,2,7,0,-40952.3,0.00804885,0.857166,0.0934158
40957.3,0.993094,0.137381,3,11,0,-40956.6,0.00925516,0.859027,0.0935453
40957.4,1,0.137381,3,15,0,-40957.1,0.00845338,0.857337,0.0934675
40956.7,0.979521,0.137381,4,15,0,-40955.3,0.00886661,0.860133,0.0928283
40956.4,0.991433,0.137381,4,15,0,-40955.6,0.00924663,0.855221,0.093895
40956.1,0.969424,0.137381,2,3,0,-40956.1,0.00953832,0.855138,0.0938925
40956.8,0.777542,0.137381,4,15,0,-40953.5,0.00936786,0.858619,0.0929113
40957.3,0.976443,0.137381,3,11,0,-40956.2,0.00915688,0.855697,0.0934347
40957.3,0.989806,0.137381,3,11,0,-40955.8,0.00856614,0.859723,0.0936315
40957.7,0.999865,0.137381,3,15,0,-40957.2,0.00872764,0.858176,0.0933361
40957.6,0.999168,0.137381,3,15,0,-40957.6,0.00873335,0.857697,0.0935249
40956.6,0.885781,0.137381,3,15,0,-40955.3,0.00927773,0.857096,0.0939554
40957.2,0.981532,0.137381,4,31,0,-40956.1,0.00829612,0.860055,0.0932192
40956.2,0.924121,0.137381,2,3,0,-40956.1,0.00956674,0.860944,0.0931514
40957.3,0.96958,0.137381,2,3,0,-40956.1,0.00856354,0.860426,0.0931909
40957.5,0.725733,0.137381,3,11,0,-40955.6,0.0085164,0.859831,0.0933833
40957,0.956344,0.137381,4,15,0,-40956.6,0.00930052,0.856732,0.0937803
40957.1,0.986156,0.137381,4,15,0,-40956.2,0.00917472,0.860493,0.0933171
40955.9,0.944058,0.137381,4,15,0,-40955.5,0.00981671,0.855031,0.0929428
40956.4,0.956915,0.137381,4,15,0,-40954.7,0.00804096,0.858199,0.0938196
40957.1,1,0.137381,4,15,0,-40955.9,0.00952542,0.856295,0.0932471
40955.8,0.818669,0.137381,2,7,0,-40955.2,0.0101295,0.857149,0.0932376
40956.4,1,0.137381,3,13,0,-40955.4,0.00813511,0.856057,0.0930969
40956.7,0.923435,0.137381,3,9,0,-40955.5,0.00964482,0.859363,0.0932053
40956.3,0.975488,0.137381,2,3,0,-40956.2,0.00778067,0.859919,0.0931952
40955.2,0.962535,0.137381,4,15,0,-40953.5,0.00939196,0.862841,0.0937042
40956.5,0.991821,0.137381,4,15,0,-40954.7,0.00924611,0.859357,0.0939409
40956.3,0.996881,0.137381,3,7,0,-40956,0.00853926,0.8583,0.0940939
40955.4,0.95691,0.137381,4,15,0,-40955.1,0.00919881,0.86129,0.0926245
40956.7,1,0.137381,4,15,0,-40955.1,0.00845656,0.855273,0.0935872
40957.2,0.924339,0.137381,3,11,0,-40955.1,0.00936175,0.856578,0.0936424
40956.7,0.999812,0.137381,4,15,0,-40956.3,0.0087434,0.858143,0.0940055
40956.1,0.990318,0.137381,2,7,0,-40954.9,0.00888156,0.858094,0.0941567
40957.4,0.958784,0.137381,2,7,0,-40955.1,0.00898713,0.857564,0.0936966
40957.7,0.992618,0.137381,3,15,0,-40956.9,0.00901177,0.858645,0.0933167
40957.6,0.977104,0.137381,3,13,0,-40956.7,0.00895692,0.858793,0.0935377
40956.8,0.963424,0.137381,3,7,0,-40956.4,0.0094111,0.854799,0.0934563
40957.7,0.969794,0.137381,3,15,0,-40956.3,0.00868441,0.857559,0.0933252
40956.6,0.827788,0.137381,2,7,0,-40956.4,0.00790553,0.857987,0.0933262
40957.4,0.894994,0.137381,2,7,0,-40955.2,0.00937399,0.857097,0.0933632
40957.3,0.973693,0.137381,4,15,0,-40956.8,0.00845068,0.860406,0.0934484
40957.3,0.558802,0.137381,1,3,0,-40954.8,0.00845068,0.860406,0.0934484
40955.8,0.98087,0.137381,3,7,0,-40955.4,0.00834862,0.862556,0.0938287
40956.2,0.862523,0.137381,4,15,0,-40953.5,0.00792368,0.861753,0.0932252
40954.6,0.880573,0.137381,2,3,0,-40954.6,0.00733842,0.861764,0.0932153
40957.5,0.971041,0.137381,2,7,0,-40953.4,0.00916318,0.85922,0.0933941
40954.3,0.707946,0.137381,3,15,0,-40953.1,0.010387,0.855004,0.0929346
40956.2,0.999873,0.137381,4,15,0,-40954.1,0.00844528,0.862265,0.0929581
40957.1,0.914633,0.137381,2,7,0,-40954.9,0.00838108,0.859601,0.0929921
40956.3,0.897833,0.137381,2,3,0,-40956.1,0.00964906,0.859861,0.0930373
40956.5,0.999238,0.137381,4,15,0,-40956,0.0096036,0.860224,0.0933284
40955,0.639301,0.137381,1,1,0,-40954.9,0.0101293,0.860297,0.0933448
40956.5,1,0.137381,4,15,0,-40954.3,0.00795485,0.860361,0.093603
40956.8,0.999426,0.137381,3,15,0,-40956.2,0.00798809,0.85992,0.0933366
40956.4,0.994252,0.137381,4,15,0,-40954.6,0.00906369,0.856144,0.0926952
40955.4,0.846914,0.137381,2,3,0,-40955.1,0.0082294,0.855583,0.0926786
40956.7,0.867657,0.137381,3,15,0,-40953.9,0.00807034,0.857474,0.0936152
40957.3,0.996786,0.137381,3,11,0,-40956.3,0.00931476,0.856412,0.0934835
40956,0.971052,0.137381,3,15,0,-40955.2,0.00877303,0.860821,0.0940624
40956.3,0.997074,0.137381,4,15,0,-40955.4,0.00865198,0.86155,0.0938973
40956.2,0.98141,0.137381,3,11,0,-40953.7,0.00917956,0.853213,0.0932533
40956.2,0.721556,0.137381,1,3,0,-40954.9,0.00917956,0.853213,0.0932533
40957,0.9567,0.137381,3,13,0,-40955.1,0.00861907,0.855266,0.0934247
40956.3,0.578883,0.137381,2,7,0,-40952.9,0.00781414,0.857748,0.093421
40955.2,0.889062,0.137381,4,15,0,-40953,0.00935177,0.86291,0.0937596
40955.7,0.944528,0.137381,2,3,0,-40954.5,0.00804047,0.862957,0.0936432
40955.6,0.9972,0.137381,4,15,0,-40952.9,0.0083785,0.86305,0.0929047
40956.5,0.999304,0.137381,2,3,0,-40955.5,0.00864708,0.86163,0.0929257
40956.3,0.863522,0.137381,3,11,0,-40955.2,0.00984293,0.85531,0.0935461
40955.9,0.937651,0.137381,3,15,0,-40955.2,0.00801841,0.854995,0.0933184
40956.4,0.803646,0.137381,2,7,0,-40954,0.00884468,0.853752,0.0932281
40957.3,0.98586,0.137381,2,7,0,-40954.4,0.00900459,0.855538,0.0932399
40957.7,0.999965,0.137381,3,7,0,-40957.3,0.00889607,0.857235,0.0933459
40956.8,0.965137,0.137381,4,15,0,-40956.2,0.0083872,0.861152,0.0930361
40957.1,0.925897,0.137381,3,9,0,-40956,0.00954768,0.857709,0.0931513
40955.9,0.992446,0.137381,3,15,0,-40955,0.00957732,0.853894,0.0937691
40957,0.958644,0.137381,3,15,0,-40954.7,0.00833035,0.856192,0.0933918
40956.1,0.881721,0.137381,2,7,0,-40954.6,0.00944654,0.853647,0.0936449
40957.4,0.999095,0.137381,3,15,0,-40955.3,0.00874935,0.856529,0.0931503
40956.4,0.983409,0.137381,2,7,0,-40955.4,0.0091415,0.854329,0.0929692
40957.1,0.95098,0.137381,4,15,0,-40955.9,0.0090368,0.860398,0.093615
40957.1,0.964541,0.137381,3,11,0,-40955.8,0.0092408,0.859506,0.0930789
40957,0.994194,0.137381,4,15,0,-40956.8,0.00830712,0.858909,0.0929812
40957.2,0.979799,0.137381,4,15,0,-40956.8,0.00839908,0.859373,0.0930517
40956.9,0.905568,0.137381,4,15,0,-40955.9,0.00868654,0.861738,0.0933255
40956.9,0.997681,0.137381,2,3,0,-40956.8,0.00853789,0.861709,0.0933322
40956.3,0.864538,0.137381,2,3,0,-40956.1,0.00923643,0.861946,0.0932743
40957.2,1,0.137381,3,11,0,-40956,0.00818539,0.859295,0.0934296
40955.3,0.940571,0.137381,3,15,0,-40954,0.00860606,0.861105,0.0925104
40956.4,0.581059,0.137381,2,5,0,-40952.7,0.00829653,0.859425,0.0927553
40956.6,0.954565,0.137381,3,7,0,-40956,0.00865875,0.860062,0.0927696
40956.6,0.992265,0.137381,3,7,0,-40956.2,0.00866366,0.858492,0.0926979
40957.5,0.822307,0.137381,4,15,0,-40955.5,0.00885218,0.857642,0.0936659
40957.2,0.97174,0.137381,3,15,0,-40956.6,0.00917336,0.85567,0.0931186
40957.3,0.904968,0.137381,4,15,0,-40956.3,0.00878339,0.86054,0.0931734
40955.2,0.753475,0.137381,3,11,0,-40954,0.00765362,0.862107,0.0930043
40955.5,1,0.137381,2,3,0,-40955,0.0078057,0.86214,0.0929932
40955.6,1,0.137381,4,15,0,-40954.2,0.00820622,0.857667,0.0925676
40957.1,1,0.137381,4,31,0,-40955.1,0.00922587,0.85702,0.0937739
40956.2,0.893583,0.137381,3,15,0,-40954.8,0.00933777,0.856652,0.0940536
40953.8,0.990746,0.137381,4,31,0,-40953.7,0.00912036,0.85958,0.092162
40952.6,0.954412,0.137381,3,7,0,-40952.4,0.00819277,0.860689,0.0920621
40951.8,0.981073,0.137381,2,3,0,-40951.8,0.0093002,0.861196,0.0919919
40952.3,1,0.137381,2,3,0,-40951.9,0.00905071,0.860942,0.0919899
40952.3,0.995694,0.137381,2,3,0,-40952.1,0.00908724,0.861082,0.0920101
40955.6,0.990989,0.137381,4,31,0,-40950.8,0.00872271,0.852614,0.0933826
40956.8,0.989514,0.137381,3,15,0,-40954.5,0.00950987,0.856007,0.093682
40955.7,0.87116,0.137381,4,15,0,-40954.8,0.00771846,0.860452,0.0937404
40956.8,0.991316,0.137381,3,11,0,-40954.9,0.00830004,0.856074,0.0931822
40956.2,0.884872,0.137381,2,3,0,-40956,0.00996022,0.856349,0.0932682
40955.2,0.998639,0.137381,3,15,0,-40953.9,0.009251,0.852048,0.0936068
40957.4,0.831904,0.137381,3,7,0,-40953.3,0.00921512,0.856235,0.0932951
40957.5,0.991428,0.137381,3,11,0,-40957.2,0.00880105,0.860032,0.0933137
40957.6,0.978082,0.137381,4,15,0,-40957.3,0.00875345,0.857632,0.0931984
40957.3,0.92461,0.137381,3,11,0,-40955.9,0.00864748,0.855861,0.0934107
40957.3,0.978577,0.137381,2,3,0,-40957.1,0.00938702,0.85634,0.0934866
40955.4,0.572698,0.137381,2,3,0,-40954.7,0.0075891,0.856818,0.0933778
40957.5,0.986661,0.137381,2,7,0,-40955,0.00888753,0.856344,0.0932877
40957,0.861951,0.137381,3,11,0,-40955.3,0.00812638,0.857696,0.093259
40956.1,0.956443,0.137381,3,15,0,-40955,0.00854635,0.857236,0.0926002
40955.3,0.955682,0.137381,3,7,0,-40954.8,0.00818692,0.860105,0.0925279
40955.7,1,0.137381,2,3,0,-40955.4,0.00853008,0.860263,0.0925381
40957.5,0.931238,0.137381,4,15,0,-40954.9,0.00900517,0.859599,0.0933006
40955.5,0.751833,0.137381,3,11,0,-40954.7,0.0101024,0.856451,0.0929572
40956.7,0.975914,0.137381,3,15,0,-40954.2,0.00952517,0.85493,0.0934806
40954.8,0.511447,0.137381,2,3,0,-40952.4,0.0101633,0.853237,0.0934114
40955.5,0.859583,0.137381,3,7,0,-40953.3,0.0100435,0.854469,0.0936449
40955.6,0.996972,0.137381,4,15,0,-40954.6,0.00792026,0.856377,0.0938752
40954,0.994382,0.137381,3,7,0,-40951.9,0.00999679,0.853649,0.0941397
40955.7,0.998473,0.137381,3,7,0,-40953.8,0.00859415,0.855996,0.0941634
40956.6,0.994319,0.137381,2,7,0,-40955.4,0.00896206,0.856804,0.0939936
40957.3,1,0.137381,4,15,0,-40956.4,0.00881061,0.858548,0.0929558
40956.5,0.909348,0.137381,3,7,0,-40956.5,0.00949839,0.858398,0.0928452
40955.7,0.994028,0.137381,2,7,0,-40955.1,0.00845965,0.855588,0.0926546
40956.3,1,0.137381,3,7,0,-40955.4,0.0087595,0.856446,0.0926763
40955.1,0.744523,0.137381,4,15,0,-40952.9,0.00992193,0.858632,0.0940437
40956,0.97821,0.137381,4,15,0,-40954.1,0.00937767,0.854481,0.0939279
40956.7,0.996908,0.137381,3,7,0,-40955.8,0.00900123,0.855138,0.0938024
# 
#  Elapsed Time: 3.875 seconds (Warm-up)
#                5.393 seconds (Sampling)
#                9.268 seconds (Total)
# 
