# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = lr_model_model
# start_datetime = 2025-03-13 21:14:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/yg/6cnm4nrd727_h_wts71sw3j40000gn/T/Rtmpj1WxrP/standata-7001327db8bd.json
# init = 2 (Default)
# random
#   seed = 156914137
# output
#   file = /Users/Juan/git/Bayesian_Modeling/Lectures/Code-20250312/stan_intro_outputs/lr_model-3.csv
#   diagnostic_file =  (Default)
#   refresh = 50
#   sig_figs = -1 (Default)
#   profile_file = /Users/Juan/git/Bayesian_Modeling/Lectures/Code-20250312/stan_intro_outputs/lr_model-profile-3.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=lr_model_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
40956.8,0.919141,0.137381,3,15,0,-40955.2,0.00921941,0.860406,0.0937092
40957.1,0.620122,0.137381,4,15,0,-40952.8,0.00951565,0.856102,0.0934689
40957.5,0.999159,0.137381,3,15,0,-40956.5,0.00856684,0.859445,0.0932156
40957.5,0.99622,0.137381,4,15,0,-40957.3,0.00903425,0.85784,0.0936204
40957.5,0.952296,0.137381,2,3,0,-40957.2,0.00916968,0.857682,0.093576
40957.3,0.942728,0.137381,4,15,0,-40957,0.00932171,0.859328,0.0934719
40956,0.825973,0.137381,3,15,0,-40955.1,0.00995478,0.85657,0.0930277
40956.7,0.85582,0.137381,2,3,0,-40954.4,0.00816982,0.856632,0.0930937
40955,0.955164,0.137381,4,15,0,-40954.8,0.00790897,0.85757,0.0925915
40956.5,1,0.137381,2,5,0,-40954.4,0.00959739,0.857543,0.0928623
40956.1,0.981605,0.137381,2,7,0,-40954.6,0.00955534,0.856878,0.0927251
40957.5,0.995344,0.137381,4,15,0,-40955.3,0.00919498,0.859124,0.0933972
40957.6,0.997338,0.137381,3,11,0,-40957.4,0.00914978,0.85714,0.0934145
40957.5,0.987505,0.137381,3,11,0,-40957.3,0.00879164,0.859805,0.0932476
40956.5,0.921119,0.137381,4,15,0,-40955.8,0.00833016,0.861674,0.0936924
40957.2,0.996635,0.137381,4,15,0,-40955.8,0.0087598,0.857054,0.0937731
40956.9,0.952655,0.137381,3,15,0,-40956.1,0.00947781,0.856507,0.09301
40956.3,0.997278,0.137381,3,7,0,-40955.6,0.00865376,0.856642,0.0926643
40954.5,0.746149,0.137381,2,3,0,-40954,0.0101438,0.856245,0.092674
40957,0.991334,0.137381,4,15,0,-40954.3,0.00842163,0.861218,0.0934109
40956.2,0.996228,0.137381,4,15,0,-40955.4,0.0085131,0.85864,0.0941046
40956.6,0.905053,0.137381,3,7,0,-40955.7,0.00896734,0.85773,0.0940323
40956.2,0.91432,0.137381,2,3,0,-40955.9,0.0082286,0.858253,0.0940149
40956.7,1,0.137381,2,3,0,-40956.2,0.00904479,0.858127,0.0939983
40957.5,0.997792,0.137381,3,7,0,-40956.5,0.00901496,0.857496,0.0936551
40955.3,0.907143,0.137381,4,15,0,-40952.9,0.00819439,0.862419,0.0927223
40955.9,0.866166,0.137381,2,3,0,-40954.3,0.00874038,0.861177,0.0926599
40957.3,0.981111,0.137381,3,11,0,-40955.2,0.00924658,0.855725,0.0934166
40957.6,0.955466,0.137381,2,7,0,-40955,0.00893476,0.85925,0.0934162
40957.7,0.998265,0.137381,4,15,0,-40957.5,0.00874452,0.859033,0.0933868
40956.9,0.732924,0.137381,3,11,0,-40955.8,0.00816885,0.858056,0.0936734
40955.2,0.994859,0.137381,2,7,0,-40953.8,0.00977618,0.853065,0.0937564
40954.9,0.935749,0.137381,3,11,0,-40952.2,0.00963386,0.860928,0.0926732
40954.6,1,0.137381,2,3,0,-40954.3,0.00776076,0.861852,0.0926626
40954.8,1,0.137381,1,3,0,-40953.8,0.00825793,0.862476,0.0925821
40955.2,0.919435,0.137381,3,15,0,-40952.8,0.0078523,0.86329,0.0931222
40956.2,0.997716,0.137381,4,15,0,-40954.7,0.00949045,0.853547,0.0932831
40955.9,0.886179,0.137381,3,7,0,-40955.3,0.00847871,0.853463,0.0933199
40955.9,0.949592,0.137381,1,3,0,-40955.1,0.00947914,0.852943,0.0933272
40956.5,0.953218,0.137381,4,15,0,-40954.5,0.00834797,0.85578,0.0937768
40957.4,0.914159,0.137381,2,7,0,-40955.5,0.00871001,0.857632,0.0936857
40955.8,0.976907,0.137381,3,7,0,-40955.6,0.00830036,0.863314,0.0936014
40956.7,1,0.137381,2,3,0,-40955.7,0.00894077,0.861593,0.0936127
40955.3,0.920542,0.137381,4,15,0,-40953.8,0.00882222,0.857486,0.0943359
40955.2,0.999277,0.137381,4,23,0,-40955,0.00902532,0.856331,0.0924078
40955.5,0.929015,0.137381,3,7,0,-40954.5,0.00839724,0.855382,0.0926522
40956.3,0.992263,0.137381,4,15,0,-40954.2,0.0093616,0.856637,0.0940001
40956.2,0.998118,0.137381,4,15,0,-40955.3,0.00947575,0.854546,0.0938269
40956,0.942355,0.137381,2,3,0,-40955.6,0.00846972,0.854867,0.0938681
40956.7,0.998577,0.137381,3,7,0,-40955.7,0.00896044,0.855097,0.0937783
40956.8,0.729208,0.137381,2,3,0,-40955,0.00946259,0.855544,0.0936931
40955.8,0.986885,0.137381,4,15,0,-40955.4,0.00804267,0.863034,0.0932493
40955.1,0.731606,0.137381,3,7,0,-40953.2,0.00751504,0.861896,0.0931972
40955.7,0.980378,0.137381,4,15,0,-40954.3,0.0101067,0.857561,0.0935792
40954,0.946516,0.137381,3,15,0,-40953.3,0.0104758,0.855254,0.0929314
40954.2,0.925693,0.137381,3,11,0,-40951.9,0.0105043,0.855265,0.0930793
40957.2,0.995139,0.137381,3,11,0,-40954.4,0.00887968,0.859332,0.0937619
40957,0.903086,0.137381,2,3,0,-40956.6,0.00927518,0.859609,0.0937131
40957.4,0.787933,0.137381,3,15,0,-40955.2,0.00848524,0.8595,0.0931607
40956.8,0.936141,0.137381,2,3,0,-40956.7,0.00805084,0.859898,0.0931529
40956.6,0.998313,0.137381,4,15,0,-40955.8,0.00901962,0.86109,0.0929656
40956.9,1,0.137381,2,3,0,-40956.6,0.00898512,0.860726,0.0929881
40955.2,0.919285,0.137381,3,15,0,-40953.9,0.00814484,0.857897,0.0942293
40954.5,0.997236,0.137381,3,7,0,-40953.9,0.00848912,0.85553,0.0943675
40953.5,0.969645,0.137381,2,3,0,-40953.4,0.00967392,0.854438,0.0944394
40953.6,0.852705,0.137381,2,3,0,-40952.8,0.00856173,0.854142,0.0944325
40955.6,0.816541,0.137381,4,15,0,-40951.2,0.00865632,0.863283,0.0937773
40955.2,0.902258,0.137381,2,3,0,-40954.9,0.00803547,0.863263,0.0938129
40957.3,0.955744,0.137381,3,11,0,-40954.1,0.00835827,0.857524,0.0935123
40957.7,0.993366,0.137381,3,15,0,-40953.8,0.00877803,0.858454,0.0932957
40956.9,0.92461,0.137381,4,15,0,-40956.7,0.00828394,0.861,0.093495
40956.5,0.997051,0.137381,4,15,0,-40954.8,0.00863634,0.854866,0.0937347
40956.9,0.849953,0.137381,3,11,0,-40953.7,0.00888,0.860544,0.092941
40957.3,0.779715,0.137381,4,15,0,-40954.1,0.00901444,0.855517,0.0934285
40956.6,0.991285,0.137381,4,15,0,-40955.7,0.00885928,0.857601,0.0926905
40957,0.95686,0.137381,3,7,0,-40956.3,0.00864857,0.857605,0.0928636
40956.9,0.971343,0.137381,2,3,0,-40956.7,0.00893922,0.85796,0.0927863
40957.1,0.904887,0.137381,3,7,0,-40956,0.00929978,0.858372,0.0929706
40956.8,0.942051,0.137381,3,11,0,-40955.6,0.00820982,0.856484,0.0931493
40956.5,0.953601,0.137381,2,7,0,-40954.9,0.00974473,0.859277,0.0932302
40956.5,0.993392,0.137381,3,11,0,-40955.7,0.00858002,0.854529,0.0936194
40956.5,0.942477,0.137381,2,3,0,-40956,0.0095263,0.854612,0.0936287
40956.4,0.896242,0.137381,3,11,0,-40955.5,0.00779748,0.859711,0.0933025
40957.3,0.978302,0.137381,3,11,0,-40955.7,0.00861817,0.856174,0.0935303
40957.5,0.900709,0.137381,2,7,0,-40956.1,0.00851757,0.858229,0.0935597
40957.5,0.60294,0.137381,2,3,0,-40954.3,0.00865844,0.85735,0.0936063
40956.2,0.988199,0.137381,3,11,0,-40955.6,0.00851869,0.861466,0.0939325
40957.6,0.904281,0.137381,3,7,0,-40955.6,0.00917249,0.857841,0.0934251
40957.6,1,0.137381,3,11,0,-40957.3,0.00874469,0.859186,0.0932022
40957.4,0.975786,0.137381,4,15,0,-40956.9,0.00860055,0.858796,0.0936652
40956.1,0.722028,0.137381,2,7,0,-40954.4,0.00986428,0.85954,0.0933984
40956.8,0.956747,0.137381,2,7,0,-40955.3,0.00810343,0.85694,0.0933082
40955.4,0.802307,0.137381,2,7,0,-40954.5,0.0101851,0.854809,0.0932752
40956.5,0.832054,0.137381,3,11,0,-40953.5,0.00931337,0.853888,0.093435
40955.1,0.93046,0.137381,2,3,0,-40954.8,0.00859552,0.852166,0.0933856
40957.7,0.998902,0.137381,3,11,0,-40954.6,0.00875766,0.85838,0.0934497
40957.5,0.817232,0.137381,2,3,0,-40956.6,0.00923728,0.858424,0.0933371
40957.3,0.980165,0.137381,2,3,0,-40957.3,0.00940622,0.858433,0.093314
40957.5,0.920855,0.137381,2,3,0,-40956.5,0.00849241,0.859581,0.0932793
40957.4,0.999826,0.137381,3,7,0,-40957.2,0.00855424,0.859918,0.093213
40957.5,0.99018,0.137381,4,15,0,-40957.2,0.00914171,0.856687,0.0933958
40957.1,0.990178,0.137381,3,15,0,-40955.4,0.0089658,0.855789,0.0937236
40956.4,0.970095,0.137381,4,15,0,-40955.3,0.00878252,0.857858,0.0940979
40955,0.99271,0.137381,4,15,0,-40954.8,0.00853721,0.861316,0.0942709
40956.7,0.994605,0.137381,4,15,0,-40953.2,0.00892547,0.854576,0.0930794
40956.6,0.998776,0.137381,2,3,0,-40956.6,0.00891729,0.854381,0.0930919
40956.7,0.938364,0.137381,1,3,0,-40956.2,0.0094703,0.854925,0.0931234
40954.2,0.99351,0.137381,4,15,0,-40952,0.00863414,0.857828,0.0945381
40952.5,0.769536,0.137381,3,7,0,-40951.1,0.00802609,0.859783,0.0946869
40956.8,0.993734,0.137381,4,15,0,-40950.5,0.00822021,0.856692,0.093091
40956.8,0.966335,0.137381,4,15,0,-40956.1,0.00830748,0.861281,0.0931872
40956.2,0.993484,0.137381,3,15,0,-40955.6,0.00891763,0.861709,0.0928697
40956.5,0.937524,0.137381,4,15,0,-40954.4,0.00953945,0.856379,0.0938375
40956.6,0.991601,0.137381,4,15,0,-40952.7,0.00868765,0.855169,0.0929293
40957.1,0.970616,0.137381,3,7,0,-40956.3,0.00917668,0.855498,0.0931058
40956.4,0.513583,0.137381,2,3,0,-40953.1,0.00817668,0.855914,0.0930387
40955.2,0.902144,0.137381,2,3,0,-40955,0.0077465,0.855599,0.0930738
40956.1,0.996098,0.137381,3,11,0,-40954.6,0.00778477,0.860947,0.0932251
40956,0.977589,0.137381,3,15,0,-40954.3,0.00939754,0.860035,0.0939806
40956.2,1,0.137381,2,3,0,-40956,0.00917368,0.860152,0.094004
40955.1,0.742992,0.137381,3,7,0,-40953.8,0.00941978,0.860855,0.0941342
40957.4,0.841725,0.137381,3,7,0,-40954,0.00877161,0.859485,0.0936454
40957.4,0.917045,0.137381,3,15,0,-40956.8,0.00915785,0.859426,0.0933849
40957,0.956829,0.137381,4,15,0,-40956.8,0.00830272,0.856314,0.0934792
40956.8,0.986751,0.137381,3,11,0,-40955.4,0.00954,0.85909,0.09312
40957.1,0.84576,0.137381,2,3,0,-40955.4,0.00846134,0.859479,0.0929848
40956.8,0.935364,0.137381,3,7,0,-40956.5,0.00826097,0.858545,0.0929031
40957.1,1,0.137381,1,3,0,-40956.7,0.0086273,0.858764,0.0928691
40957.1,0.923826,0.137381,3,15,0,-40956.1,0.0085095,0.855737,0.0932841
40956,0.907867,0.137381,2,3,0,-40955.8,0.00804189,0.855251,0.0932436
40956.8,0.991741,0.137381,3,11,0,-40955.7,0.00850445,0.861624,0.093142
40956.1,0.745486,0.137381,2,7,0,-40953.3,0.00975363,0.860365,0.0932472
40955,0.867366,0.137381,2,7,0,-40953.3,0.00743743,0.857386,0.0933514
40957.2,0.97942,0.137381,3,11,0,-40954.6,0.00931859,0.859532,0.0934151
40955.8,0.866949,0.137381,3,15,0,-40955.1,0.007744,0.859828,0.0929624
40956.5,0.9811,0.137381,4,15,0,-40954.8,0.00861512,0.855249,0.0928945
40957.1,0.630745,0.137381,2,3,0,-40953.7,0.00877639,0.856208,0.0929814
40956.6,0.99197,0.137381,4,15,0,-40955.5,0.00857791,0.859775,0.0939523
40956.1,0.952975,0.137381,2,7,0,-40955.9,0.00819586,0.86001,0.0940105
40957.5,0.998837,0.137381,4,15,0,-40954.7,0.00857969,0.857012,0.0932292
40956,0.961774,0.137381,3,7,0,-40955.7,0.00860204,0.853352,0.0934094
40956.9,0.976756,0.137381,3,11,0,-40955.5,0.00963025,0.856051,0.0932753
40957,0.996708,0.137381,4,15,0,-40956.7,0.00931554,0.860076,0.0931889
40957.3,0.99857,0.137381,3,11,0,-40956.5,0.0093206,0.8568,0.0935915
40957.5,0.989275,0.137381,4,15,0,-40957.1,0.00874816,0.85867,0.0930484
40956.2,0.715471,0.137381,2,3,0,-40955.9,0.00976643,0.858962,0.0930028
40955.7,0.956991,0.137381,3,15,0,-40954.4,0.00786988,0.862733,0.0932727
40955,0.994198,0.137381,3,7,0,-40954.8,0.00930209,0.863769,0.0933852
40954.6,0.997603,0.137381,3,7,0,-40954,0.00805706,0.864761,0.0932664
40955.8,0.982674,0.137381,3,15,0,-40953.8,0.00875674,0.853388,0.0929692
40955.9,0.860393,0.137381,4,15,0,-40953.8,0.00982745,0.85891,0.0938289
40956.6,0.994124,0.137381,3,15,0,-40954.8,0.00823419,0.86191,0.0934109
40953.6,0.929446,0.137381,3,7,0,-40953.3,0.00782806,0.865607,0.0932183
40953.2,0.915532,0.137381,4,15,0,-40952.1,0.00978971,0.850892,0.0939699
40955,0.87448,0.137381,4,15,0,-40951.8,0.00778214,0.863051,0.093767
40955.2,0.969331,0.137381,2,3,0,-40954.2,0.00855418,0.863618,0.0938503
40957.3,0.961367,0.137381,3,11,0,-40953.4,0.00934335,0.858795,0.0932092
40956.9,0.989036,0.137381,3,15,0,-40956.2,0.00911546,0.857874,0.0939222
40957.1,0.988354,0.137381,4,15,0,-40955.2,0.00867857,0.861221,0.0934044
40957.1,0.879564,0.137381,2,3,0,-40956.4,0.00842971,0.86097,0.0933722
40955.3,0.814202,0.137381,3,15,0,-40954,0.00787429,0.860316,0.0926793
40955.1,0.979106,0.137381,4,15,0,-40954.3,0.00808787,0.855822,0.0940931
40955.5,0.853749,0.137381,4,15,0,-40953,0.0102023,0.856514,0.0931978
40957,1,0.137381,1,1,0,-40955.9,0.00955627,0.856629,0.0931943
40955.5,0.768376,0.137381,3,11,0,-40954.6,0.0102279,0.856548,0.0934838
40957,0.999589,0.137381,3,15,0,-40954.3,0.00858424,0.857911,0.0928683
40956,0.969628,0.137381,3,7,0,-40955.6,0.00936317,0.856148,0.0926351
40955.4,0.921172,0.137381,3,15,0,-40952,0.0097981,0.853463,0.0937327
40957.4,0.998958,0.137381,4,15,0,-40955,0.00933682,0.856462,0.0932786
40957,0.736954,0.137381,2,7,0,-40955.3,0.0080713,0.858499,0.0934417
40956.5,0.995127,0.137381,3,15,0,-40955.5,0.00898797,0.860926,0.0938773
40956.7,0.967692,0.137381,4,15,0,-40955.9,0.00851145,0.854898,0.0935009
40957,0.996729,0.137381,3,15,0,-40955.9,0.00883069,0.855387,0.0930874
40957.1,0.84865,0.137381,3,7,0,-40956.2,0.00831523,0.857092,0.093142
40956.9,0.930908,0.137381,4,17,0,-40956,0.00833174,0.856089,0.0935024
40956.2,0.590324,0.137381,2,3,0,-40953.6,0.0080814,0.855866,0.0936414
40957.1,0.807403,0.137381,3,15,0,-40952.1,0.00934702,0.857761,0.0930035
40956.4,0.901271,0.137381,4,15,0,-40955.6,0.00936224,0.861508,0.093224
40956.2,0.914052,0.137381,3,7,0,-40955.6,0.00778851,0.860667,0.0932097
40956.6,0.961654,0.137381,3,11,0,-40955.2,0.00871956,0.854212,0.0932334
40957.1,0.94203,0.137381,3,7,0,-40956.1,0.00950095,0.856265,0.0933014
40956.6,0.792125,0.137381,3,15,0,-40955.4,0.00802442,0.857056,0.0931346
40956.6,0.72904,0.137381,3,11,0,-40952.9,0.00838609,0.856557,0.0928518
40956.4,0.935867,0.137381,4,15,0,-40955.6,0.00952943,0.859639,0.0929186
40957.1,0.999581,0.137381,4,15,0,-40956.4,0.00844465,0.85858,0.0929334
40956.6,0.937881,0.137381,3,11,0,-40955.2,0.00872608,0.856771,0.0927403
40957.4,0.987838,0.137381,3,7,0,-40956.5,0.00878186,0.85865,0.0930014
40957.6,0.990457,0.137381,3,15,0,-40956.8,0.00872504,0.857914,0.0935431
40957.4,0.783801,0.137381,4,15,0,-40955.4,0.00882994,0.8584,0.0929707
40957.7,0.999903,0.137381,3,15,0,-40957.3,0.00889199,0.858122,0.0933972
40957.3,0.971714,0.137381,3,15,0,-40955.9,0.00916045,0.855872,0.093201
40956.1,0.812099,0.137381,2,3,0,-40955.9,0.00991819,0.855644,0.0931461
40957.2,0.999818,0.137381,3,11,0,-40955.7,0.00850095,0.859552,0.0930126
40957.1,0.90782,0.137381,2,7,0,-40956,0.00935368,0.858653,0.0930493
40956.6,0.982487,0.137381,2,5,0,-40956.1,0.0083285,0.86035,0.0928522
40956.3,0.902487,0.137381,3,15,0,-40954.4,0.00788426,0.859738,0.0929969
40956,0.963601,0.137381,4,15,0,-40955.4,0.00811702,0.8564,0.0938891
40956.1,0.88422,0.137381,3,7,0,-40954.9,0.00953268,0.855507,0.0939258
40957.2,0.983521,0.137381,4,15,0,-40955.8,0.00869511,0.860586,0.0935848
40956.5,0.822458,0.137381,2,3,0,-40955.9,0.0095525,0.860106,0.0936359
40957.3,0.995841,0.137381,4,15,0,-40956,0.00900534,0.856657,0.0937084
40957,0.991156,0.137381,4,15,0,-40956.7,0.00877945,0.860835,0.0930563
40957,0.638292,0.137381,2,7,0,-40953.9,0.00877945,0.860835,0.0930563
40956.7,0.878145,0.137381,2,3,0,-40956.5,0.00815236,0.860714,0.0930709
40956.2,0.993102,0.137381,3,15,0,-40954.6,0.00810973,0.860357,0.0938931
40957,0.997253,0.137381,2,7,0,-40955.8,0.0086744,0.859745,0.0938221
40957.3,0.969597,0.137381,3,15,0,-40956.5,0.0084455,0.860132,0.0934242
40956.6,0.996735,0.137381,4,15,0,-40956.2,0.00842381,0.859692,0.0939227
40956.2,0.85521,0.137381,4,15,0,-40955.3,0.00815039,0.856333,0.0938194
40956.2,0.966263,0.137381,3,15,0,-40955.2,0.00809371,0.856074,0.0937209
40955.9,0.989573,0.137381,4,23,0,-40955,0.00792918,0.859885,0.0927935
40955.4,0.90542,0.137381,4,15,0,-40953.4,0.00973122,0.853537,0.0938294
40955.1,0.871958,0.137381,2,3,0,-40954.2,0.0082709,0.85341,0.0937646
40957.7,1,0.137381,4,15,0,-40954.9,0.0089725,0.857381,0.0933649
40957.3,0.991153,0.137381,3,15,0,-40957.1,0.00880631,0.855871,0.0935783
40955.7,0.595653,0.137381,3,15,0,-40953.2,0.00971092,0.856776,0.0940474
40957.1,0.984725,0.137381,4,15,0,-40954.4,0.00879597,0.856043,0.0937353
40956.8,0.64924,0.137381,2,3,0,-40954.2,0.00862326,0.856778,0.0939044
40957.3,1,0.137381,3,7,0,-40956.8,0.0089225,0.858046,0.0937901
40957.6,0.994428,0.137381,3,15,0,-40956.5,0.00867207,0.859568,0.0934624
40957.6,0.979276,0.137381,2,3,0,-40957.4,0.00899968,0.859041,0.0934821
40957.4,0.78767,0.137381,2,7,0,-40956.3,0.00829269,0.858691,0.0933275
40956.7,0.984246,0.137381,3,15,0,-40955,0.00938348,0.859816,0.0929919
40956,0.788967,0.137381,1,1,0,-40955.9,0.00977492,0.859687,0.0929873
40955.4,0.840086,0.137381,3,15,0,-40952.7,0.00762057,0.85716,0.0936573
40957.6,0.995766,0.137381,3,11,0,-40955.1,0.00864502,0.857898,0.0935709
40957.5,0.898664,0.137381,5,31,0,-40955.6,0.00901326,0.8588,0.0935901
40957.2,0.83768,0.137381,3,11,0,-40955.6,0.00878462,0.860855,0.0932891
40956.5,0.954618,0.137381,3,7,0,-40956.4,0.00906898,0.862004,0.0934026
40955.1,0.990169,0.137381,4,15,0,-40951.3,0.00924341,0.856357,0.0924109
40956.9,0.651285,0.137381,3,15,0,-40952.7,0.00850088,0.856171,0.0929874
40956.9,0.992529,0.137381,4,15,0,-40955.8,0.00904303,0.855173,0.0930452
40956,0.716842,0.137381,4,15,0,-40953.6,0.00896196,0.859106,0.0925472
40955.5,0.660864,0.137381,2,5,0,-40953.8,0.00975059,0.858353,0.0926774
40955.9,0.95087,0.137381,2,5,0,-40954.4,0.0087749,0.858048,0.0924987
40955.9,0.845007,0.137381,4,15,0,-40954.2,0.00836618,0.855139,0.0928124
40955.7,0.903627,0.137381,4,15,0,-40954.8,0.00982395,0.857121,0.0927728
40956.1,0.968846,0.137381,3,7,0,-40955.2,0.00817214,0.858362,0.0926993
40954.4,0.995863,0.137381,4,15,0,-40952.6,0.00960096,0.854965,0.094318
40952.7,0.856572,0.137381,3,7,0,-40952.6,0.00798932,0.853666,0.0943126
40955,0.90973,0.137381,4,15,0,-40951.3,0.00751074,0.862418,0.0932439
40957.1,0.976495,0.137381,3,11,0,-40954.5,0.00958685,0.85767,0.0933634
40955.8,0.854821,0.137381,2,7,0,-40955.4,0.0100957,0.857825,0.0932852
40955.5,0.953968,0.137381,3,9,0,-40954.1,0.00812556,0.854127,0.0932059
40954.8,0.995157,0.137381,3,15,0,-40953.5,0.00945682,0.851548,0.0935738
40955,0.931833,0.137381,2,3,0,-40954.4,0.00865405,0.852121,0.093589
