# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = lr_model_punitive_model
# start_datetime = 2025-03-18 19:28:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/yg/6cnm4nrd727_h_wts71sw3j40000gn/T/Rtmpi04oWE/standata-cac65c3f9136.json
# init = 2 (Default)
# random
#   seed = 1457
# output
#   file = /Users/Juan/git/Bayesian_Modeling/Assignments/HW1/lr_model_sampling_outputs/lr_model_punitive_run-3.csv
#   diagnostic_file =  (Default)
#   refresh = 50
#   sig_figs = -1 (Default)
#   profile_file = /Users/Juan/git/Bayesian_Modeling/Assignments/HW1/lr_model_sampling_outputs/lr_model_punitive-profile-3.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=lr_model_punitive_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
297.314,0.997943,0.155328,5,31,0,-295.859,0.268445,0.275973,-8.02917e-05,0.0404884,0.357075
297.581,0.947092,0.155328,5,31,0,-295.288,0.204985,0.320827,-0.0217236,0.0493126,0.343387
296.886,0.717373,0.155328,3,11,0,-293.342,0.242475,0.283264,-0.00573489,0.043932,0.333501
296.834,0.915986,0.155328,4,15,0,-293.95,0.247818,0.2938,0.0279593,0.0354238,0.343603
298.096,0.994798,0.155328,4,15,0,-295.971,0.206822,0.336371,0.0233025,0.0428961,0.345392
295.895,0.800036,0.155328,4,15,0,-295.047,0.253555,0.297081,0.0145466,0.0434716,0.336548
295.221,0.956514,0.155328,5,31,0,-292.963,0.250263,0.252444,0.0123801,0.0374875,0.347385
295.433,1,0.155328,5,31,0,-293.773,0.165427,0.27876,-0.00304553,0.0585115,0.33928
296.915,0.977821,0.155328,4,15,0,-294.08,0.158727,0.300913,0.0351124,0.0545068,0.335072
297.954,0.982573,0.155328,4,31,0,-295.718,0.158064,0.391612,0.00530352,0.0464135,0.347557
296.527,0.956472,0.155328,4,15,0,-295.615,0.256675,0.207688,-0.0138977,0.0547793,0.343892
295.774,0.905051,0.155328,5,31,0,-292.412,0.105851,0.485976,0.00486696,0.0515341,0.339223
295.567,0.875347,0.155328,5,31,0,-291.229,0.23212,0.287769,0.0303334,0.0403095,0.371107
294.215,0.943057,0.155328,5,31,0,-292.546,0.0990708,0.417272,-0.00712127,0.0661808,0.33582
294.955,0.997944,0.155328,2,3,0,-294.038,0.0902683,0.415829,-0.0066725,0.0645585,0.33515
294.685,0.95023,0.155328,5,31,0,-293.023,0.252486,0.299561,0.0504774,0.0337437,0.364599
294.591,0.96269,0.155328,5,31,0,-291.85,0.23695,0.275833,-0.0688442,0.0577832,0.338637
297.501,0.981563,0.155328,4,15,0,-293.033,0.184742,0.303779,0.0102278,0.0499464,0.34065
296.632,0.971144,0.155328,5,31,0,-295.727,0.188463,0.354433,0.0472726,0.0440705,0.354441
296.685,0.994234,0.155328,4,15,0,-295.375,0.141353,0.330889,0.0749029,0.0463197,0.348324
296.669,0.999928,0.155328,4,15,0,-296.337,0.140383,0.337447,0.0756193,0.0456639,0.348864
297.76,0.700065,0.155328,5,31,0,-293.459,0.148081,0.346377,0.0272541,0.0511063,0.340271
297.484,0.959098,0.155328,5,31,0,-296.997,0.193998,0.370981,0.0047192,0.0474538,0.356948
297.265,0.998691,0.155328,5,31,0,-296.57,0.11531,0.385144,0.0432301,0.0550225,0.341668
297.362,0.984898,0.155328,5,31,0,-295.716,0.268933,0.314053,-0.0236176,0.0416619,0.349905
296.642,0.962968,0.155328,4,31,0,-295.304,0.118014,0.386036,0.0576818,0.053768,0.346465
295.837,0.970637,0.155328,4,15,0,-293.488,0.0887179,0.391152,0.0733279,0.0567536,0.347896
297.67,0.997828,0.155328,4,31,0,-295.579,0.150882,0.365455,0.0277471,0.0466714,0.35451
296.734,0.976122,0.155328,5,31,0,-296.391,0.12349,0.442311,0.0408999,0.0473254,0.351916
297.516,0.99763,0.155328,4,31,0,-295.496,0.132906,0.427327,0.004379,0.0481529,0.352392
296.701,0.956175,0.155328,4,15,0,-295.746,0.135358,0.311003,0.0179998,0.0603351,0.341293
294.698,0.918705,0.155328,4,15,0,-291.725,0.152801,0.455627,-0.0480852,0.0531591,0.33491
295.535,0.994168,0.155328,4,15,0,-293.379,0.162605,0.480515,-0.0316292,0.0437938,0.340663
294.575,0.962657,0.155328,5,31,0,-291.033,0.18119,0.38269,-0.0638206,0.0560008,0.33438
297.17,0.991467,0.155328,4,15,0,-292.75,0.190599,0.403726,-0.0348882,0.0469088,0.355601
297.231,0.9597,0.155328,5,31,0,-295.773,0.220316,0.244362,0.0397201,0.0488399,0.346409
297.691,0.853494,0.155328,4,31,0,-294.499,0.182939,0.334058,0.0111644,0.0521413,0.337168
297.723,0.952967,0.155328,3,15,0,-296.657,0.169638,0.329018,0.0165746,0.0487101,0.343865
298.14,0.998168,0.155328,5,31,0,-297.117,0.232549,0.3207,-0.0103263,0.0455777,0.344723
297.143,0.950702,0.155328,5,31,0,-296.019,0.107201,0.427934,0.0269549,0.0490216,0.354071
297.22,0.838067,0.155328,3,15,0,-294.3,0.153739,0.32835,0.0166121,0.0514528,0.345188
297.497,0.966526,0.155328,4,19,0,-296.054,0.188006,0.355507,0.011001,0.0416755,0.3435
296.81,0.992233,0.155328,4,15,0,-295.989,0.186641,0.312162,0.0275601,0.0445939,0.336291
296.067,0.951831,0.155328,5,31,0,-294.433,0.12747,0.402162,0.00991859,0.0578221,0.364763
296.964,0.986535,0.155328,5,31,0,-294.781,0.115473,0.34968,0.0518609,0.0533238,0.341094
297.127,0.97971,0.155328,5,31,0,-296.055,0.177869,0.392673,-0.00310652,0.0497163,0.359448
296.994,0.99287,0.155328,4,15,0,-294.797,0.167755,0.344879,0.0328095,0.0434941,0.358585
296.852,0.958063,0.155328,4,23,0,-295.657,0.243023,0.300477,-0.00220771,0.0489076,0.347702
297.214,0.995674,0.155328,5,31,0,-296.077,0.15972,0.365327,0.0204993,0.0441407,0.351826
296.473,0.997232,0.155328,3,11,0,-296.187,0.125775,0.362781,0.0434434,0.0480178,0.357865
294.016,0.995351,0.155328,5,31,0,-292.031,0.255835,0.194516,0.07368,0.043336,0.347194
295.226,0.993974,0.155328,5,31,0,-291.559,0.26901,0.282011,0.0349653,0.0356201,0.336369
297.352,0.990139,0.155328,4,15,0,-294.465,0.191125,0.368192,-0.00783157,0.0423147,0.346925
298.205,0.947937,0.155328,3,15,0,-293.571,0.208924,0.358578,-0.00996288,0.0454357,0.345212
298.185,0.8333,0.155328,2,3,0,-296.707,0.197533,0.368578,-0.00664012,0.0449018,0.343765
297.26,0.940125,0.155328,4,23,0,-296.371,0.193649,0.269871,0.0170205,0.0532673,0.359268
295.792,0.998435,0.155328,5,31,0,-295.122,0.176407,0.3709,-0.00844449,0.051213,0.326043
292.54,0.897585,0.155328,4,15,0,-290.984,0.204165,0.349161,-0.0491125,0.0500032,0.321173
292.965,0.765785,0.155328,4,15,0,-289.819,0.211652,0.352794,-0.0387274,0.0553351,0.323407
297.164,0.999789,0.155328,5,31,0,-292.12,0.146494,0.361081,0.0122689,0.0551039,0.333932
297.195,0.958425,0.155328,5,31,0,-294.63,0.203514,0.396271,-0.0346968,0.0478823,0.350815
296.561,0.995829,0.155328,4,31,0,-294.689,0.131794,0.328835,0.0586412,0.0507975,0.36024
296.163,0.929023,0.155328,5,31,0,-294.587,0.261665,0.323628,-0.0312318,0.0434754,0.332688
294.426,0.931853,0.155328,4,15,0,-292.593,0.276701,0.211111,0.00231067,0.0518664,0.333213
294.243,0.999681,0.155328,5,31,0,-293.322,0.106522,0.457914,0.00548951,0.0579555,0.367918
294.391,0.964757,0.155328,4,31,0,-292.159,0.049359,0.468151,0.0348741,0.0539821,0.365583
296.251,1,0.155328,4,15,0,-293.635,0.105722,0.414099,0.0482045,0.0458453,0.358704
296.711,0.95718,0.155328,5,31,0,-294.52,0.153078,0.302613,0.00274138,0.0618804,0.357593
297.096,0.898876,0.155328,4,19,0,-293.951,0.146109,0.330672,0.0247472,0.0512024,0.346254
294.847,0.993494,0.155328,4,15,0,-293.083,0.156018,0.455274,-0.060093,0.0554271,0.347189
293.422,0.998782,0.155328,4,31,0,-290.738,0.309943,0.158994,0.0293286,0.0406109,0.36929
294.636,0.959305,0.155328,5,31,0,-291.292,0.341229,0.213567,-0.0392132,0.0352373,0.359665
294.485,0.763324,0.155328,4,31,0,-289.707,0.195495,0.318655,0.0312963,0.036785,0.34034
297.145,0.989921,0.155328,5,31,0,-293.38,0.137999,0.398839,0.0417879,0.0451904,0.337149
295.959,0.936576,0.155328,4,15,0,-294.901,0.0967541,0.412241,0.0596081,0.0505088,0.333409
296.047,0.928089,0.155328,4,15,0,-293.957,0.108468,0.413884,0.0768106,0.0428532,0.345036
295.654,0.975425,0.155328,4,15,0,-295.089,0.121604,0.423741,0.0680291,0.0382832,0.346632
295.369,0.984412,0.155328,4,15,0,-294.312,0.116353,0.430439,0.0794687,0.041443,0.342362
295.796,0.99258,0.155328,4,31,0,-293.685,0.162569,0.443007,0.0433751,0.0349655,0.34396
296.694,0.925114,0.155328,5,31,0,-293.767,0.241279,0.378306,-0.0157463,0.0337377,0.346563
296.817,0.996213,0.155328,5,31,0,-295.493,0.176309,0.26397,0.0144185,0.0601406,0.356508
297.536,0.999936,0.155328,4,31,0,-296.129,0.129802,0.34087,0.0275924,0.0578819,0.354319
296.289,0.998072,0.155328,4,15,0,-295.687,0.143739,0.344177,0.0835542,0.0439482,0.349044
295.844,0.981175,0.155328,5,31,0,-294.567,0.246718,0.328734,-0.0732498,0.0521729,0.35468
294.735,0.980259,0.155328,5,31,0,-292.876,0.268334,0.218806,-0.0526215,0.0572375,0.364004
295.622,0.999388,0.155328,5,31,0,-292.853,0.227908,0.303619,0.041756,0.0379272,0.331013
297.74,0.997608,0.155328,4,15,0,-294.911,0.209317,0.364538,-0.0222528,0.0469569,0.356448
293.075,0.930466,0.155328,4,15,0,-292.376,0.234217,0.358239,-0.0457176,0.0451919,0.38212
294.74,0.992165,0.155328,3,7,0,-292.871,0.230097,0.348032,-0.0295143,0.0454032,0.376706
295.215,0.979045,0.155328,5,31,0,-291.95,0.142274,0.300564,0.0627394,0.0519745,0.330454
296.907,0.824587,0.155328,4,15,0,-293.016,0.144431,0.415698,0.021546,0.0497432,0.337972
293.031,0.970831,0.155328,4,15,0,-291.771,0.157248,0.416486,0.0693049,0.0279809,0.353239
292.188,0.98557,0.155328,4,15,0,-291.101,0.159027,0.480768,0.0686255,0.029411,0.351762
297.539,0.999,0.155328,4,15,0,-291.39,0.207078,0.258582,0.0366487,0.0498349,0.351926
298.424,0.997908,0.155328,4,15,0,-297.213,0.194547,0.321677,0.00757952,0.0501449,0.345366
298.413,0.928153,0.155328,3,15,0,-296.614,0.203563,0.329226,0.0102827,0.046082,0.351302
295.819,0.951064,0.155328,4,23,0,-294.656,0.151542,0.410814,0.0620944,0.0352191,0.346883
294.413,0.630671,0.155328,2,3,0,-292.724,0.166734,0.417708,0.0672583,0.037747,0.346452
294.639,0.985937,0.155328,5,31,0,-292.884,0.0787429,0.377315,0.00589509,0.0634419,0.353446
296.617,0.99907,0.155328,5,31,0,-294.064,0.276198,0.295957,-0.000438952,0.0331364,0.346006
297.733,0.965239,0.155328,4,15,0,-296.141,0.238715,0.334634,-0.00373846,0.0426278,0.35024
297.85,0.995361,0.155328,2,3,0,-297.636,0.226976,0.323289,-0.00390829,0.0410558,0.350286
294.432,0.844787,0.155328,4,15,0,-293.629,0.292865,0.269266,-0.00871068,0.0301922,0.343122
294.614,0.998711,0.155328,5,31,0,-292.166,0.234318,0.167304,-0.00263772,0.0596074,0.350673
293.14,0.850693,0.155328,5,31,0,-290.773,0.137506,0.5314,0.0220597,0.0375428,0.348737
293.673,1,0.155328,5,31,0,-289.683,0.0881805,0.413009,-0.0364264,0.0694436,0.35562
293.829,0.910331,0.155328,4,15,0,-290.791,0.135327,0.420015,-0.0466696,0.065625,0.347754
294.934,0.82476,0.155328,5,31,0,-289.691,0.170612,0.343767,0.0899374,0.0369764,0.343503
294.119,0.963,0.155328,4,31,0,-291.318,0.222912,0.326058,0.0586238,0.033271,0.330608
295.777,0.99942,0.155328,4,15,0,-292.86,0.237103,0.282765,0.0231051,0.0429607,0.327956
295.714,0.934321,0.155328,5,31,0,-292.544,0.164696,0.43199,0.0121251,0.0403054,0.368859
296.286,0.963712,0.155328,4,15,0,-294.934,0.16863,0.389009,0.0169902,0.0468797,0.369339
296.723,0.947509,0.155328,5,31,0,-293.521,0.158824,0.329264,0.0207283,0.050982,0.332977
295.989,0.977132,0.155328,5,31,0,-292.763,0.11802,0.418513,0.0131598,0.0498532,0.366892
296.815,0.811325,0.155328,5,31,0,-292.86,0.110047,0.452609,0.01444,0.0480523,0.357018
298.187,0.991444,0.155328,5,31,0,-295.724,0.200138,0.32111,0.0237219,0.0446971,0.343358
297.178,0.806728,0.155328,5,31,0,-295.528,0.136571,0.435073,-0.00436499,0.0469316,0.349952
296.716,0.998801,0.155328,5,31,0,-295.512,0.113299,0.390836,0.000326992,0.0600536,0.339162
296.897,0.992523,0.155328,5,31,0,-294.92,0.185504,0.258808,0.0505956,0.0537565,0.353095
293.349,0.845567,0.155328,5,31,0,-291.454,0.204509,0.379538,-0.031808,0.0405652,0.326113
295.781,0.853015,0.155328,4,15,0,-289.509,0.191168,0.325972,-0.0278172,0.0531758,0.330503
297.554,0.999927,0.155328,4,15,0,-294.829,0.244395,0.290536,-0.0104818,0.0460404,0.359863
297.895,0.99522,0.155328,4,31,0,-296.533,0.165826,0.377745,0.016339,0.0482247,0.357993
296.642,0.884969,0.155328,5,31,0,-295.475,0.26396,0.255526,-0.00318257,0.0486435,0.339753
297.246,0.990156,0.155328,5,31,0,-295.103,0.142099,0.365567,0.0323512,0.0547317,0.339607
297.946,0.999931,0.155328,4,27,0,-296.829,0.21329,0.311754,0.00890242,0.0495019,0.344215
297.452,0.999869,0.155328,4,15,0,-296.93,0.245451,0.253123,-0.0226701,0.0522649,0.345991
293.038,0.958612,0.155328,4,15,0,-290.148,0.255304,0.324898,0.0474981,0.0246135,0.336788
295.079,0.734154,0.155328,4,31,0,-288.022,0.28824,0.349124,-0.0464303,0.0394637,0.357922
294.008,0.975678,0.155328,5,31,0,-292.503,0.295877,0.172055,-0.00243967,0.0418819,0.362744
295.487,1,0.155328,5,31,0,-292.014,0.255624,0.356742,-0.0235931,0.0348598,0.367493
294.012,0.80484,0.155328,5,31,0,-291.41,0.160348,0.263435,0.0430634,0.0547493,0.326902
294.406,0.878148,0.155328,4,15,0,-291.718,0.193306,0.235886,0.035847,0.0516227,0.329442
296.487,1,0.155328,5,31,0,-293.238,0.249088,0.384308,-0.0435247,0.0399813,0.353378
